1783621,Zunyi,http://www.eguizhou.gov.cn/2013-09/18/content_16979121.htm,http://english.zunyi.gov.cn/,,,,,,,,,,,,,,,,,
1783633,Zoucheng,www.mencius.gov.cn/english.html,,,,,,,,,,,,,,,,,,
1783745,Zigong,http://www.zggx.gov.cn/list.aspx?&id=702665677156,,,,,,,,,,,,,,,,,,
1785286,Zibo,http://shandong.chinadaily.com.cn/e/2009-07/23/content_8463020.htm,http://en.zhoucun.gov.cn/,,,,,,,,,,,,,,,,,
1783763,Zhuzhou,http://en.wikipedia.org/wiki/%E6%A0%AA%E6%B4%B2,,,,,,,,,,,,,,,,,,
1783940,Zhuji,http://www.zhuji.gov.cn/enportal/index.html,,,,,,,,,,,,,,,,,,
1790437,Zhuhai,http://www.zhuhai.gov.cn/english/,http://www.newsgd.com/citiesandtowns/Cities/Zhuhai/default.htm,http://www.hengqin.gov.cn/en/,http://www.zhftz.gov.cn/bsqenglish/,,,,,,,,,,,,,,,
1783988,Zhucheng,http://it.wikipedia.org/wiki/Zhucheng,,,,,,,,,,,,,,,,,,
1886762,Zhoushan,http://www.zhoushan.gov.cn/en/index.htm,http://www.zhoushan.cn/english/,http://en.daishan.gov.cn/,,,,,,,,,,,,,,,,
1784642,Zhenjiang,http://zhenjiang.jiangsu.net/,http://www.zhenjiang.gov.cn/en/english/zgzj_ww_english_001.html,http://en.zjna.gov.cn/,,,,,,,,,,,,,,,,
1784658,Zhengzhou,http://www.zhengzhou.gov.cn/viewCmsCac.do?cacId=402882b73588f50b013599671f9f041e,http://english.czce.com.cn/,http://www.jinshui.gov.cn/JinShuiDistrict/,,,,,,,,,,,,,,,,
1784853,Zhaoqing,http://www.newsgd.com/citiesandtowns/Cities/Zhaoqing/default.htm,http://english.zhaoqing.gov.cn/,,,,,,,,,,,,,,,,,
1784990,Zhanjiang,http://www.zhanjiang.gov.cn/_Layouts/ApplicationPages/English/Default.aspx,http://www.newsgd.com/citiesandtowns/Cities/Zhanjiang/default.htm,http://www.lianjiang.gov.cn/en/,http://www.zetdz.gov.cn/english/,,,,,,,,,,,,,,,
1785018,Zhangzhou,http://fujian.chinadaily.com.cn/2013-08/30/content_16946258.htm,http://www.zhangzhou.gov.cn/cms/html/english/index.html,http://en.zhangpu.gov.cn/Engish/index.aspx,,,,,,,,,,,,,,,,
1785018,Zhangzhou,http://www.zhangzhou.gov.cn/cms/html/english/index.html,http://en.zhangpu.gov.cn/Engish/index.aspx,http://www.cmzd.com/en/,,,,,,,,,,,,,,,,
7528391,Zhangqiu,http://en.wikipedia.org/wiki/Zhangqiu,,,,,,,,,,,,,,,,,,
1787331,Zhangjiagang,http://www.jiangsu.net/city/city.php?name=zhangjiagang,,,,,,,,,,,,,,,,,,
1785453,Zaozhuang,http://shandong.chinadaily.com.cn/e/2009-07/23/content_8463729.htm,http://www.tengzhou.gov.cn/ywb/charmcity/,,,,,,,,,,,,,,,,,
1785462,Zaoyang,http://en.wikipedia.org/wiki/Zaoyang,,,,,,,,,,,,,,,,,,
1785566,Yuzhou,"http://en.wikipedia.org/wiki/Yuzhou,_Henan",,,,,,,,,,,,,,,,,,
1927639,Yueyang,http://en.wikipedia.org/wiki/Yueyang,,,,,,,,,,,,,,,,,,
1885690,Yixing,http://www.jiangsu.net/city/city.php?name=yixing,http://www.yxedz.gov.cn/Flex/Index.html?Culture=EN,http://hky.yixing.gov.cn/default.php?mod=c&s=sscdce94c,,,,,,,,,,,,,,,,
1814870,Yiwu,http://english.yw.gov.cn/,http://en.yiwufair.com/,,,,,,,,,,,,,,,,,
2033370,Yingkou,http://english.yingkou.net.cn/,http://www.ykdz.gov.cn/en/,,,,,,,,,,,,,,,,,
1786657,Yinchuan,http://en.wikipedia.org/wiki/Yinchuan,,,,,,,,,,,,,,,,,,
1786764,Yichang,http://en.yichang.gov.cn/,,,,,,,,,,,,,,,,,,
1786770,Yibin,http://en.wikipedia.org/wiki/Yibin,,,,,,,,,,,,,,,,,,
1787093,Yantai,http://shandong.chinadaily.com.cn/e/2009-07/28/content_8481945.htm,http://www.zhifu.gov.cn/en/index.jsp,,,,,,,,,,,,,,,,,
1787227,Yangzhou,http://yangzhou.jiangsu.net/,http://www.yangzhou.gov.cn/english/yzgov_en_index.shtml,http://www.gaoyou.gov.cn/english/,,,,,,,,,,,,,,,,
1806408,Yangjiang,http://www.yangjiang.gov.cn/english/,,,,,,,,,,,,,,,,,,
1787824,Xuzhou,http://www.xz.gov.cn/zgxz_English/,http://xuzhou.jiangsu.net/,http://www.xy.gov.cn/structure/xyenglish/HomePage,,,,,,,,,,,,,,,,
1788046,Xuchang,http://www.changge.gov.cn/,,,,,,,,,,,,,,,,,,
1812057,Xinyi,http://www.jiangsu.net/city/city.php?name=xinyi,,,,,,,,,,,,,,,,,,
1788534,Xinyang,http://en.wikipedia.org/wiki/Jilin_City,,,,,,,,,,,,,,,,,,
1788572,Xinxiang,http://en.wikipedia.org/wiki/Xinxiang,,,,,,,,,,,,,,,,,,
1788852,Xining,http://en.wikipedia.org/wiki/Xining,,,,,,,,,,,,,,,,,,
1788927,Xingtai,http://en.wikipedia.org/wiki/Xintai,,,,,,,,,,,,,,,,,,
1790353,Xianyang,http://www.xianyang.gov.cn/en/,http://www.weic.gov.cn/vc3/english/,http://www.snbinxian.gov.cn/english/index.html,,,,,,,,,,,,,,,,
1790587,Xiangyang,http://en.xf.cn/,http://www.xfhdz.org.cn/English/,,,,,,,,,,,,,,,,,
1790492,Xiangtan,http://www.enghunan.gov.cn/Government/CitiesandPrefecture/201309/t20130912_905507.htm,,,,,,,,,,,,,,,,,,
1790601,Xiangcheng,_,,,,,,,,,,,,,,,,,,
1790645,Xiamen,http://xiamen.chinadaily.com.cn/,http://english.xm.gov.cn/,,,,,,,,,,,,,,,,,
1790630,Xi'an,http://english.shaanxi.gov.cn/,http://www.yanta.gov.cn/english/,,http://en.cnwest.com/,http://en.cnwest.com/content/2008-03/10/content_1173291.htm,,,,,,,,,,,,,,
